id,fecha,medio,autor,titulo,texto,grupo_comparacion,url
cenital_01,2025-10-16,Cenital,Valentin Muro,La burbuja de la inteligencia artificial,"Se proyecta que las empresas de tecnología estadounidenses gastarán sólo este año más de 500 mil millones de dólares en inteligencia artificial, una cifra que no guarda demasiada relación con las ganancias que produce. Por eso, y desde hace largos meses, suena recurrentemente la misma alarma: la posibilidad de que estemos ante otra burbuja económica y, peor, la de qué sucederá cuando estalle.
En apenas unos pocos años, el asunto de la IA pasó de ser un tema de nicho con el que se coqueteaba desde la ciencia ficción y la filosofía, a los laboratorios de ciencias de la computación; de ahí, a un dudoso concepto marketinero (“¡pongámosle IA a todo !”); luego, a una ubicua presencia en cada conversación hasta el hartazgo, para finalmente alcanzar un lugar privilegiado en las discusiones sobre la economía global.
No habría industria de la tecnología sin la industria de las promesas difíciles de cumplir y la seductora futurología de los vendedores puerta a puerta que traen en sus maletines un montón de escenarios posibles aunque no plausibles en los cuales seremos más felices, tendremos más tiempo libre, lograremos nuestros objetivos y un montón de máquinas harán nuestro trabajo, nos servirán el café e incluso, ahora también, escribirán poemas, canciones y libros, para que la humanidad pueda alcanzar su postergado destino de ser reducida a una patética sombra de lo que alguna vez fue.
Si te gusta Receta para el desastre podés suscribirte y recibirlo en tu casilla los jueves.
De inversiones billonarias
Aunque por el momento no contamos con convincente evidencia a favor de la mayoría de las promesas que nos han hecho, es indiscutible la nauseabunda cantidad de dinero que se invierte: las mayores empresas tecnológicas del mundo despilfarran a diario miles de millones de dólares en infraestructura, chips y centros de datos. Las comparaciones no se hacen esperar: estamos ante una revolución, equiparable a la invención de internet o el ferrocarril. O, tal vez, estemos cómodamente al interior de una burbuja especulativa donde el entusiasmo desplazó peligrosamente a la realidad.
¿Y esta cajita de texto para qué está? Acá es donde despabilamos a nuestros lectores y les contamos lo difícil que es hacer periodismo en estos tiempos. Por eso, si la información que leés en Cenital te ayuda a entender mejor lo que pasa, te pedimos que nos des una mano para seguir.
SumateUna burbuja, en su definición más simple, ocurre cuando el nivel de inversión en un activo se desliga persistentemente de la cantidad de ganancias que podría generar de manera plausible. Es una historia tan vieja como el capitalismo. Como documentó Charles Kindleberger en su clásica historia de las crisis financieras, el patrón se repite: un evento inesperado genera nuevas oportunidades de lucro, la codicia se desata, la inversión se exagera y, cuando el error se hace evidente, llega el pánico. Lo que distingue a la burbuja de la IA no es su existencia sino su naturaleza material: de qué están hechos los activos.
Las grandes transformaciones de infraestructura del pasado, como los ferrocarriles o la fibra óptica, también atravesaron fases de burbujas calamitosas. Se construyeron más vías de las necesarias, se tendió más cable del que se podía usar. Pero una vez que el humo de la especulación se disipó, quedó algo tangible: una red de vías de acero o tendidos de fibra óptica que, con el tiempo, se convirtieron en columnas vertebrales de la economía. La infraestructura sobrevivió a sus creadores. Con la IA, el panorama es distinto. No sin ser objeto de inagotables réplicas arrogantes en redes sociales, el inversor Paul Kedrosky tomó postura de una forma desafiante: los chips de GPU, la materia prima de esta “revolución”, son más parecidos a “las bananas que al acero”.
Ciclos frágiles
Aunque las estimaciones varían, su vida útil suele ser de apenas dos o tres años. Son activos que se deprecian rápidamente, como suele ocurrir en la industria tecnológica. Ciclos de gasto de 3 a 10 años obligan a las empresas a reemplazar instalaciones completas antes de recuperar la inversión inicial, no solo porque los chips pierden valor, sino también porque la infraestructura física se desgasta con el uso intensivo y los avances tecnológicos dejan obsoletos los sistemas antiguos.
Esta fragilidad material contrasta brutalmente con la escala de la inversión. Se estima que, para fines de 2025, Alphabet, Amazon, Meta, Microsoft y Tesla habrán gastado colectivamente 560 mil millones de dólares en capital relacionados con la IA, frente a unos 35 mil millones de ganancias. La única empresa que verdaderamente está haciendo un negoción es NVIDIA, que fabrica las bananas, por así decir.
Incluso los grandes de la IA generativa como OpenAI y Anthropic, con valoraciones estratosféricas, están lejos de ser rentables. Además, al ser empresas privadas que no cotizan en bolsa, no están sujetas a la transparencia financiera de las compañías públicas, lo que blinda sus números y obliga a depender de estimaciones y filtraciones. OpenAI dice que necesita al menos un billón de dólares (un millón de millones) para invertir en infraestructura de centros de datos, mientras que sus ingresos este año apenas representan un 1,3% de ese número.
Aunque ChatGPT tiene 800 millones de usuarios, solo un 5% paga, generando el 70% de sus ingresos anuales. La empresa perdió 8 mil millones en la primera mitad del año, y para su CEO, Sam Altman, la rentabilidad no está “ni entre sus 10 principales preocupaciones”.
De tiempo y ganancias
La estrategia es “apalancarse en los balances de otros” para ganar tiempo. Su plan de negocios a cinco años se basa en la confianza absoluta en el crecimiento exponencial, la idea de que “10 veces más cómputo” se traducirá en “10 veces más ingresos”, y en explorar nuevas líneas de negocio. Para sostener este circo, han surgido prácticas financieras que recuerdan a los peores excesos del pasado: los acuerdos “circulares”, donde una empresa pone dinero en otra para que esta le compre sus propios productos. Vimos a NVIDIA invertir 100 mil millones en OpenAI para que OpenAI le compre sus chips y a xAI de Elon Musk levantar 20 mil millones, en parte de NVIDIA, para hacer lo mismo.
Tan groseramente especulativo es esto que hasta los propios protagonistas lo reconocen en voz baja. Sam Altman ha calificado algunas valuaciones de “locas”, y Jeff Bezos —con AWS en el negocio de vender servicios a las empresas tecnológicas— admite que estamos en una burbuja. Pero el estallido podría no ser un evento único y dramático, sino una sucesión de malas noticias: una startup clave que se queda sin fondos, una caída en la demanda de chips o incluso un movimiento geopolítico, como una eventual restricción de China a la exportación de materiales críticos.
Que la ecuación financiera no cierre no implica necesariamente que la promesa tecnológica sea falsa. Pero es en este frente que las alarmas son más sencillas de explicar. La supuesta revolución de la productividad no se está reflejando en los números: un riguroso estudio de METR —que no puede tildarse de tecnófobo— encontró que los desarrolladores de software experimentados eran un 20% más lentos al usar herramientas de IA.
El problema radica en la brecha entre capacidad y fiabilidad: los sistemas pueden realizar tareas impresionantes, pero con una inconsistencia que exige una supervisión humana constante, lo que anula cualquier supuesta eficiencia. Otro tanto podría decirse de las ganancias económicas: un estudio del MIT encontró que el 95% de los proyectos con IA analizados no aumentaron el rendimiento de las empresas; un informe de McKinsey & Co encontró que más del 80 por ciento de las empresas que adoptaron IA en sus procesos no obtuvieron un “impacto tangible” en las ganancias; y la consultora Gartner ya ubica a la IA en la fase de la desilusión de su ciclo de sobreexpectación (hype cycle).
A la espera del impacto
Aunque la industria recicla propuestas alterando su lenguaje —ahora estamos en la era de los “agentes”, que sugieren una autonomía que no existe— si el rédito y el impacto real no llegan, el mercado no perdonará. Tal vez los usuarios no queremos un chatbot en cada producto digital.
Claro que también existen argumentos en contra. A diferencia de las startups de la era puntocom, las grandes tecnológicas que hoy impulsan la burbuja generan enormes flujos de caja, gracias a otros negocios existentes, y tienen espalda para aguantar la sangría. Los optimistas apuestan por la “curva J de productividad” de Erik Brynjolfsson: una caída inicial de la productividad mientras las empresas aprenden a integrar la nueva tecnología, seguida de un despegue exponencial. Y ahí sí, al infinito y más allá.
O quizá los beneficios reales no estén en las aplicaciones de consumo, sino en el detrás de escena de compañías que usan LLMs para mejorar su eficiencia de formas poco glamorosas.
Puede ser. Pero la historia enseña que la fe es una mala consejera en materia de inversiones. La burbuja de la IA es, en última instancia, una cuestión de timing: el problema no es si la tecnología será transformadora, sino si la montaña de capital invertido en activos que se pudren como bananas puede sostenerse hasta que esa transformación ocurra.
Empuje del sector privado
Hoy, el gasto en IA funciona como un programa masivo de estímulo del sector privado que sostiene a la economía estadounidense: en la primera mitad del año aportó más del 90% al crecimiento de su PBI, más que todo el gasto de los consumidores combinado, ocultando noticias económicas negativas como la inflación persistente o el debilitamiento laboral.
Si las inversiones se frenan, el impacto podría ser recesivo, aunque probablemente sin la magnitud sistémica de 2008. Como dice el crítico Ed Zitron, el mercado de la IA generativa es uno de 50 mil millones que se hace pasar por uno de 1 billón. Algo de esto debería mencionarse ante compromisos masivos de capital, como el de instalar un centro de datos de 25 mil millones de dólares en Argentina como parte del proyecto Stargate de OpenAI, apoyado en el esquema RIGI.
La burbuja del ferrocarril al menos nos dejó vías. La de las puntocom, tendidos de fibra. A ver qué nos deja esta.
Otras lecturas:
Imagen de portada creada con Grok.",cenital,https://cenital.com/la-burbuja-de-la-inteligencia-artificial/
cenital_02,2026-04-23,Cenital,Valentin Muro,"La inteligencia artificial no muestra el pasado, lo reescribe","En febrero de 2024 OpenAI presentó en sociedad Sora, su generador de videos, buscando deslumbrar con varios ejemplos, entre ellos uno producido a partir del texto “imágenes históricas de California durante la Fiebre del Oro”.
A lo largo de los 25 segundos que dura el video, se despliega una escenografía propia de un western, completada con un grano cinematográfico de época. En la euforia del chiche nuevo se perdía de vista que allí no se documentaba nada, ni un ápice había de “imágenes históricas”, sino un pastiche trillado de Hollywood y prejuicios.
“A partir de ahora, ya no se puede creer nada que no hayas visto con tus propios ojos”, repetían los blogs.
Si te gusta Receta para el desastre podés suscribirte y recibirlo en tu casilla los jueves.
El asunto es que estas herramientas no viajan en el tiempo ni saben de historia, sino que vomitan el resultado de un entrenamiento a partir del rasqueteo de internet, desmenuzando películas y cuanto contenido audiovisual se logre acumular. Así se reciclan las limitaciones del material con el que fueron entrenadas, amplificando sus sesgos y defectos.
¿Y esta cajita de texto para qué está? Acá es donde despabilamos a nuestros lectores y les contamos lo difícil que es hacer periodismo en estos tiempos. Por eso, si la información que leés en Cenital te ayuda a entender mejor lo que pasa, te pedimos que nos des una mano para seguir.
SumateEl experimento, al menos en términos comerciales, fracasó. Apenas semanas después de anunciar un lucrativo acuerdo con Disney en torno a la generación de videos con su enorme catálogo de personajes, en marzo de 2026 OpenAI decidió liquidar a Sora de manera abrupta. Esta carísima prueba de concepto, que suponía una pérdida de un millón de dólares por día, inauguró la certeza de que fabricar piezas de alta fidelidad podía ser técnicamente viable y ridículamente fácil, aunque fueran los inversores quienes pagaran las cuentas. Lo que nunca quedó del todo claro era quién necesitaba una herramienta así que justificara su desarrollo.
Una voz en el correo
Las controversias en torno a los límites de lo aceptable cuando se trata de la alteración de imágenes o registros audiovisuales no son nuevas. Cuando en 2021 se estrenó Roadrunner, un documental sobre Anthony Bourdain, la producción resucitó su voz digitalmente haciéndole leer correos electrónicos para usarlos como locución. Esta decisión creativa, sin embargo, se mantuvo oculta –sospechosamente– hasta después del estreno. La transgresión no fue usar esta tecnología sino deslizar una fabricación indistinguible en un formato cuya promesa está en atestiguar lo verdadero, violando el pacto tácito entre el creador y el espectador.
Aunque en casos como este la opinión general se incline por un conciliador “no es tan grave” —porque esos correos eran de Bourdain, porque no era su voz pero podría haber sido, porque…— la adopción acrítica de la inteligencia artificial generativa en casos como la transmisión de relatos históricos amenaza la integridad del registro público compartido. Reemplazar fuentes primarias capturadas de forma orgánica por “alucinaciones” algorítmicas y probabilísticas pone en riesgo nuestra memoria colectiva, ahora reducida a un remix caprichoso que pone en juego su anclaje con lo real. Además de violar un compromiso con la verdad de la historiografía que fue sostenido a lo largo de cuanta innovación tecnológica apareciera.
En uno de sus seminarios sobre percepción e intencionalidad, el filósofo John Searle se cansó de remarcar que la diferencia fundamental entre ver un objeto real y padecer una alucinación radica enteramente en la cadena causal.
Es todo una cuestión de percepción
Al mirar nuestra propia mano, esa experiencia visual existe porque hay una extremidad que refleja luz hacia nuestras retinas. La fotografía tradicional analógica opera bajo este mismo principio: representa una fuente primaria porque literalmente atestigua el rebote físico de la luz sobre una realidad concreta en un momento específico del tiempo. Esto es, que existe una secuencia causal directa.
Una imagen generada algorítmicamente carece absolutamente de cualquier ancla fenomenológica. Aunque conviene abandonar el lenguaje antropomórfico cuando se habla de inteligencia artificial, en términos epistemológicos estas imágenes representan una suerte de “alucinación”: un producto generado matemáticamente por un modelo en total ausencia de un objeto externo.
El desenfrenado entusiasmo por tolerar el reemplazo de imágenes verdaderamente capturadas por simulaciones producidas estadísticamente dinamita la noción de evidencia material capaz de vincularnos con distintos momentos y lugares de la historia.
Este sesgo por el presente aparece primero como inquietud estética. Incluso cuando muchas de estas fabricaciones se presentan bajo intenciones aparentemente nobles, como la “restauración” de registros visuales del pasado inyectándoles nitidez artificial y colores vibrantes bajo la promesa de acercarnos a otras épocas, esto no supone más que un engaño. En tanto la película original jamás capturó esa información cromática, esta aproximación algorítmica simplemente maquilla las imágenes según le resulta matemáticamente más razonable.
Maquillaje del archivo
Esta higienización del archivo borra el esfuerzo cognitivo que exige asimilar una época ajena que en sentido estricto jamás conoceremos. Se nos vende la falsa ilusión de que la gente del pasado experimentaba el mundo igual que nosotros, aunque quizá con cortes de pelo más ridículos.
Este sesgo de época parasita también a los textos. Cuando un historiador canadiense intentó usar un modelo de lenguaje para identificar entre un montón de cartas cuáles correspondían a comerciantes de pieles del siglo XVIII, la máquina falló por confundir las expectativas. Mientras que el modelo esperaba poéticas descripciones del paisaje, las cartas reales documentaban tragedias cotidianas y listas de materiales. Resulta que hace 300 años no mantenían blogs.
Estos experimentos pueden hacerse en casa. Por ejemplo, al pedirle a un generador de imágenes que dibuje a un neandertal, la herramienta suele hacerlo de acuerdo a los estereotipos de hombre de las cavernas que la paleontología descartó hace medio siglo. El motivo, arriesgan dos investigadores, puede ser comercial: como el conocimiento arqueológico más actualizado suele estar detrás de los muros de pago de las editoriales académicas, estos sistemas se entrenan con el material disponible, a veces en enciclopedias viejas y libros de texto obsoletos pero ya en el dominio público.
Aunque el uso de IA generativa en la arqueología podría parecernos una oportunidad creativa (“¡estudiamos historia y también nos divertimos!”), el riesgo de caer en representaciones erróneas del pasado podría ser demasiado alto. Al emplearse estas imágenes para ilustrar artículos, exhibiciones y documentales, la IA tiende a perpetuar sesgos históricos y a mezclar datos científicos con elementos ficticios. Esta falsa arqueología dificulta la comprensión pública de la ciencia y desdibuja su relación con la evidencia en favor de la especulación. De más está decir, en estas imágenes suele abundar pseudociencia, ahora fotorrealista.
Pero el riesgo que lo acompaña es la renuncia del proceso tradicional de ilustración y reconstrucción del pasado, que lejos de ser un mero “mal necesario” es fundamental para el desarrollo de modelos mentales profundos que ayudan a que puedan hacerse más y mejores preguntas. En cambio, estas visiones de la humanidad descartadas hace décadas, ahora revitalizadas mediante el sistema educativo y los medios de comunicación, lejos de representar ventanas rigurosas hacia el pasado, nos condenan a perpetuar sus peores caricaturas.
Trivial o grave
La peor consecuencia de normalizar la “falsa historia” ni siquiera reside en la creencia de falsedades, sino en la instalación del “dividendo del mentiroso”: al estar socialmente asumido que fabricar o alterar un video es trivial, siempre que algo no convenga puede ser desestimado como “fake news”. Y al mismo tiempo, la necesidad de estar siempre alertas anticipando el engaño hace que incluso desconfiemos de imágenes genuinas. Ya no se puede creer en nada.
Si bien los museos y archivos son los últimos guardianes del registro histórico, capaces de aún recordar cómo era el mundo antes de las máquinas de falsificar, también la academia es vulnerable a la tentación del sesgo de disponibilidad, y si resulta tan fácil pedirle a una máquina que digiera miles de textos tomados de internet, podría peligrar el trabajo de campo en archivos físicos aún no digitalizados.
Es probable que esto ya suceda y que la historiografía lentamente haya pasado a depender en mayor medida de aquellos documentos que ya pasaron por el escáner, lo que se vincula naturalmente con una preferencia por el inglés y el norte global. Al delegarse el pesado trabajo historiográfico en máquinas incapaces de leer entre líneas y devolverle su contexto original a las fuentes, no será historia lo que se produzca.
En cualquier caso, tampoco conviene ceder ante la tentación del cinismo paralizante. Porque renunciar a la búsqueda de certezas aceptando que “ya no se puede creer en nada” es un desatino. Defender el resguardo de las fuentes documentales no solo tiene que ver con levantar el dedo contra OpenAI o Google sino también con exigir su respeto de parte de quienes pretenden comunicar historia. Un video que se propone explicar la historia no debería contar con material falso cuando esto debería automáticamente deslegitimar su mensaje.
Defender el conocimiento histórico requiere resistir a cierta engañosa comodidad, en cambio abrazando las asperezas de un registro incompleto, quizá en blanco y negro, pero genuino.",cenital,https://cenital.com/la-inteligencia-artificial-no-muestra-el-pasado-lo-reescribe/
